urls,标题,标签,简介,封面图片,标题分数,标签分数,封面图片分数,简介分数
https://www.bilibili.com/video/BV1sp4y1t7Hz/,埃及人上辈子捡了什么宝，能碰上敢这么盘国家的鬼才？,知识分享官 历史 奇闻 埃及 王骁 骁话一下 ,新号看到的人比较少，如果觉得还不错，三连让更多志趣相投的朋友看到吧！,http://i0.hdslb.com/bfs/archive/83d817df0b6449dbbc6dddfd4a6b45725efc4528.jpg,0.06804963087832473,0.3563004293331381,-1.4375,
https://www.bilibili.com/video/BV1GF41157zj/,被二流人才管理的幸运国家，为什么说澳大利亚是“大号印度”,读书 历史 澳大利亚 安东尼·阿尔巴内塞 澳洲 大选 莫里森 历史人文档案馆 ,一键三连推荐给更多朋友！,http://i0.hdslb.com/bfs/archive/d55845cad2511d55c9ee4712411125a4d1b3b0d4.jpg,0.06804963087832473,0.05629715757507138,-1.4375,
https://www.bilibili.com/video/BV1xK4y1V7P7/,三胎来了！为了让咱们敢生孩子，国家要大变样,人文 知识分享官 情感 职场 社会 女性 七普 二胎 生孩子 三胎 ,欢迎各位三连，祝待产的骁哥变得更强！,http://i2.hdslb.com/bfs/archive/7ebe25f9d3f7fb818c45a27e80d70b2db33c63d6.jpg,0.06804963087832473,0.05325383733705391,-0.4375,
https://www.bilibili.com/video/BV1sp4y1t7Hz/,埃及人上辈子捡了什么宝，能碰上敢这么盘国家的鬼才？,知识分享官 历史 奇闻 埃及 王骁 骁话一下 ,新号看到的人比较少，如果觉得还不错，三连让更多志趣相投的朋友看到吧！,http://i0.hdslb.com/bfs/archive/83d817df0b6449dbbc6dddfd4a6b45725efc4528.jpg,0.06804963087832473,0.3563004293331381,-1.4375,
https://www.bilibili.com/video/BV1i64y1m7X6/,30年乍得总统战死沙场？《非 洲 保 安》如何把产油国玩成世界倒数？,人文 知识分享官 历史 丰田 法国 非洲 奇闻 王骁 石油 乍得 ,欢迎有收获的朋友们，有币的捧个币场，没币的点点赞，帮我也变得更强！,http://i1.hdslb.com/bfs/archive/08011c8f6d1da95aa3a6892f327cf3d0a0b98120.jpg,0.0,0.3360969272762575,-1.0,
https://www.bilibili.com/video/BV1vR4y1n7Ug/,南非大乱经济崩溃，金砖国家怎么被黑人摔得稀碎？,人文 知识分享官 非洲 历史 人物 经济 黑人 曼德拉 南非 祖马 ,一键三连推荐给更多朋友~,http://i2.hdslb.com/bfs/archive/a8d0322455273964bb0036f765dc34d2d42bcc2f.jpg,0.05629715757507138,0.3360969272762575,-0.8125,
https://www.bilibili.com/video/BV19v411M7mz/,化石国家莱索托：宫廷政变，朝堂政斗，1000+酋长各个是霸总,非洲 地理 酋长 历史 人物 王骁 应该 南非 莱索托 骁话一下 ,做视频不易，请求多多一键三连啦~~另外，附上这三兄弟另外两个的传送门： 南非：BV1vR4y1n7Ug 斯威士兰：BV1X64y1Q7sW,http://i2.hdslb.com/bfs/archive/9f7bd6eff5e6b4183e3bca4a07bbb53edbb2a846.jpg,0.05951439576030657,0.3360969272762575,-0.875,0.07539317005440438
https://www.bilibili.com/video/BV1aP4y177qM/,拿一手烂牌打成非洲经济第一，天降非酋如何带飞博茨瓦纳,人文 故事档案馆 历史 酋长 非洲 塞雷茨 博茨瓦纳 王骁 南非 打卡挑战 ,20220121，回来看的第二个国家，博茨瓦纳。 今天要让你开一局游戏，你成为了一个非洲南部国家的领导人，国家不临海，全国地形都是干燥的台地，70%的国土是沙漠，社会基层是部落，被英国殖民过，连个首都城市都没有。这个开局还有人愿意玩儿吗？但是真就有个猛男，把这个开局玩成了非洲经济最好。,http://i1.hdslb.com/bfs/archive/37910df94bf23692feadf7565633f7daff8d11e2.jpg,0.0,0.25233420143369617,-0.6875,0.06560040868804012
https://www.bilibili.com/video/BV1h54y157FM/,抗战为什么8年改14年？无名英雄在怎样的绝望中，死命攒出新中国的星星之火？,五月哔刷片·五月新片 电影 历史 东北 中国 抗日 王骁 抗日战争 悬崖之上 影娱哔哔官 ,希望大家可以帮我点亮大拇指小金币小星星，让更多的人看到这段历史。,http://i1.hdslb.com/bfs/archive/f3bddeaad3caee8149d64e1bb5428c26934ce94e.jpg,0.0,0.10658510262542638,-0.25,0.05355095314996731
https://www.bilibili.com/video/BV1Qh411v7FN/,农神走好！袁隆平的伟大何止杂交稻,科学 知识分享官 苏联 社会 历史 王骁 袁隆平 院士 水稻 农业 ,希望大家可以帮我点亮大拇指小金币小星星，让更多朋友看到这个故事。,http://i0.hdslb.com/bfs/archive/775c65b0722b683ea98d925da36d595be8318fe8.jpg,0.0,0.17828145388467143,0.0,
